timestamp;router_ping;reference_ping
1657206610,7690759;3,622;35,389
1657206610,8207061;3,777;35,34
1657206610,877625;3,103;34,691
1657206610,931735;3,698;35,141
1657206610,98509;3,712;35,325
1657206611,036936;3,764;35,203
1657206611,089278;3,916;35,038
1657206611,144004;3,383;34,627
1657206611,215109;3,606;34,719
1657206611,270344;3,1;34,433
1657206611,320491;3,35;34,776
1657206611,438745;3,741;34,96
1657206611,541504;3,446;34,138
1657206611,5922182;3,339;34,512
1657206611,641767;3,277;34,663
1657206611,6941068;3,302;35,181
1657206611,7452748;2,345;37,282
1657206611,7986372;3,297;41,465
1657206611,868428;2,835;34,314
1657206611,918704;3,379;33,867
1657206611,9682088;3,914;34,666
1657206612,0193532;3,659;34,766
1657206612,0728729;3,491;34,744
1657206612,127807;3,308;33,456
1657206612,178046;2,317;33,639
1657206612,227283;2,959;35,346
1657206612,277628;3,573;34,261
1657206612,3290071;3,299;34,1
1657206612,379146;2,123;33,686
1657206612,4278421;2,905;34,784
1657206612,488074;3,776;34,248
1657206612,543781;2,298;34,678
1657206612,605;3,605;34,743
1657206612,665042;3,55;34,384
1657206612,71581;3,439;34,558
1657206612,766826;2,818;34,351
1657206612,8172832;3,322;34,443
1657206612,86727;3,231;34,544
1657206612,9171531;2,881;33,843
1657206612,966659;3,28;34,388
1657206613,016324;3,7;34,977
1657206613,067404;3,361;35,117
1657206613,11771;3,764;34,997
1657206613,1687932;3,466;34,541
1657206613,2201312;4,074;34,671
1657206613,2712698;3,267;34,431
1657206613,321326;3,609;34,77
1657206613,3713741;2,997;34,634
1657206613,418371;3,176;34,369
1657206613,461857;3,244;34,759
1657206613,505717;3,627;36,957
1657206613,551627;3,385;43,103
1657206613,603759;3,152;40,245
1657206613,653415;2,741;34,378
1657206613,695969;3,118;34,477
1657206613,73947;3,181;34,256
1657206613,782423;7,258;34,591
1657206613,8306298;3,362;34,57
1657206613,8754299;3,129;34,352
1657206613,919081;3,154;34,882
1657206613,962507;3,492;34,869
1657206614,006519;3,513;35,112
1657206614,050951;2,982;34,806
1657206614,094323;3,215;34,95
1657206614,1383739;3,187;34,962
1657206614,1838589;3,259;34,79
1657206614,2277398;3,175;34,122
1657206614,270796;2,789;34,437
1657206614,314919;3,174;34,887
1657206614,361258;3,601;35,308
1657206614,4092941;2,599;34,59
1657206614,454319;3,139;34,459
1657206614,498255;3,456;34,567
1657206614,5424168;3,359;34,477
1657206614,586271;3,221;35,456
1657206614,63087;3,143;34,956
1657206614,675274;3,168;33,986
1657206614,719011;2,883;34,826
1657206614,763401;3,161;35,209
1657206614,808021;4,128;34,94
1657206614,853843;2,762;34,103
1657206614,896873;3,237;34,865
1657206614,941814;3,204;34,984
1657206614,9866712;2,736;35,528
1657206615,031926;3,301;34,732
1657206615,07786;3,511;34,857
1657206615,126453;3,317;35,059
1657206615,173901;3,729;35,554
1657206615,222801;3,648;35,24
1657206615,269542;3,703;34,924
1657206615,316043;2,974;34,206
1657206615,361064;2,908;34,591
1657206615,407292;3,535;34,412
1657206615,4538088;3,117;34,518
1657206615,500808;3,484;35,311
1657206615,549508;3,755;35,032
1657206615,5973709;3,43;34,711
1657206615,6443038;3,238;34,622
1657206615,691196;3,254;34,698
1657206615,73825;3,228;36,636
1657206615,786669;3,277;35,128
1657206615,8333309;3,377;34,855
1657206615,88016;4,393;34,829
1657206615,928143;3,304;34,565
1657206615,974692;3,278;34,897
1657206616,021247;2,811;34,322
