timestamp;router_ping;reference_ping
1657208254,09565;4,205;36,424
1657208254,149568;3,724;34,741
1657208254,196547;3,894;34,927
1657208254,241121;6,775;37,458
1657208254,2913651;3,879;36,229
1657208254,3440619;4,177;36,263
1657208254,3941498;4,385;36,132
1657208254,447249;5,459;36,126
1657208254,502644;4,751;36,604
1657208254,562869;4,638;36,31
1657208254,62719;3,676;35,06
1657208254,680651;3,36;41,769
1657208254,741879;3,882;35,368
1657208254,790442;5,691;36,648
1657208254,838801;5,022;37,468
1657208254,8868659;4,886;37,037
1657208254,935168;5,371;38,23
1657208254,987463;4,889;36,98
1657208255,0401092;4,392;37,158
1657208255,095731;4,733;34,538
1657208255,147705;4,43;35,788
1657208255,201849;6,27;38,761
1657208255,2635121;6,144;35,702
1657208255,3213959;13,995;37,068
1657208255,3882701;4,754;35,967
1657208255,4355662;2,591;35,25
1657208255,479836;2,083;34,687
1657208255,522582;4,218;38,109
1657208255,572097;2,828;37,787
1657208255,62272;6,268;35,533
1657208255,678951;13,411;33,249
1657208255,738613;5,747;36,775
1657208255,802491;2,823;36,072
1657208255,862418;3,388;34,023
1657208255,9161139;4,027;36,845
1657208255,9732091;4,722;36,275
1657208256,022271;4,87;37,27
1657208256,070979;5,151;33,638
1657208256,1151192;4,028;35,944
1657208256,1634948;5,163;35,746
1657208256,2181098;4,711;35,119
1657208256,270265;5,432;33,945
1657208256,321109;3,737;38,146
1657208256,38182;5,387;40,989
1657208256,445952;3,979;47,945
1657208256,5136828;8,389;35,111
1657208256,5686872;3,52;35,093
1657208256,612619;3,909;36,512
1657208256,658145;4,859;33,431
1657208256,7029781;2,642;33,541
1657208256,7461429;3,249;35,87
1657208256,800525;2,258;35,477
1657208256,855407;4,32;35,277
1657208256,911381;4,08;35,998
1657208256,9683661;5,97;38,107
1657208257,026348;3,427;34,732
1657208257,0778182;5,644;39,259
1657208257,137344;2,794;36,292
1657208257,185416;7,187;35,455
1657208257,237659;5,118;35,843
1657208257,284259;5,805;35,899
1657208257,333285;2,758;36,307
1657208257,3822331;4,102;45,202
1657208257,442702;3,666;35,349
1657208257,4981198;8,334;36,221
1657208257,557997;2,915;34,948
1657208257,614221;4,993;35,273
1657208257,6705558;3,841;37,499
1657208257,726609;3,56;34,98
1657208257,776853;4,316;38,518
1657208257,8257332;3,932;37,427
1657208257,872458;2,885;38,097
1657208257,9192882;3,416;34,752
1657208257,9655192;3,069;34,769
1657208258,0147579;3,027;33,876
1657208258,068929;4,264;35,367
1657208258,122327;2,822;36,383
1657208258,17554;4,057;37,068
1657208258,2311199;4,639;34,973
1657208258,28419;3,223;36,265
1657208258,339648;4,196;35,487
1657208258,3877969;3,468;36,85
1657208258,4342778;6,035;35,863
1657208258,48209;5,216;39,602
1657208258,533354;2,513;33,666
1657208258,5792599;2,183;37,192
1657208258,634115;4,689;35,882
1657208258,688305;2,359;34,648
1657208258,737516;3,541;36,613
1657208258,790472;1,925;35,953
1657208258,852117;4,204;41,873
1657208258,9122171;2,407;36,126
1657208258,967296;6,163;36,643
1657208259,018213;4,763;33,447
1657208259,0618198;4,902;34,395
1657208259,106959;2,066;35,824
1657208259,152033;7,412;34,542
1657208259,204011;2,662;36,843
1657208259,261888;2,811;36,795
1657208259,3420851;3,178;35,245
1657208259,3975942;2,905;34,583
1657208259,452141;2,66;33,936
1657208259,503466;2,65;35,049
1657208259,5604742;2,887;34,751
1657208259,6062489;3,332;34,825
1657208259,651048;2,064;35,359
1657208259,694125;2,498;34,527
1657208259,738291;2,208;35,079
1657208259,783682;2,566;34,383
1657208259,8294241;2,263;35,288
1657208259,8806138;3,832;35,947
1657208259,936011;5,141;34,69
1657208259,993262;2,834;35,228
1657208260,0471308;2,845;34,626
1657208260,098917;2,938;35,31
1657208260,1528041;3,16;35,569
1657208260,199556;3,167;34,626
1657208260,244599;3,285;35,638
1657208260,289069;3,2;35,295
1657208260,3340049;2,858;34,155
1657208260,3798609;3,576;34,497
1657208260,4280992;3,631;35,524
1657208260,481898;2,907;35,185
1657208260,535033;2,871;35,111
1657208260,591278;2,845;35,315
1657208260,653664;4,111;34,534
1657208260,709104;2,983;35,473
1657208260,7644742;3,156;35,66
1657208260,811448;3,114;34,166
1657208260,855881;2,113;35,444
1657208260,899301;3,961;35,195
1657208260,9446971;2,806;35,923
1657208260,991074;2,805;35,377
1657208261,040599;3,602;35,567
1657208261,095724;4,054;35,102
1657208261,150951;3,261;34,811
1657208261,2165399;3,277;35,16
1657208261,2694242;2,762;35,284
